unix_time,acc_x,acc_y,acc_z,lin_acc_x,lin_acc_y,lin_acc_z,gyr_x,gyr_y,gyr_z,rot_x,rot_y,rot_z,mag_x,mag_y,mag_z,lat,lng,bearing,speed,alt,err_lat,err_lng,pressure,station,run,walk,auto,cycling,unknown,
1451760985000.02,,,,,,,,,,,,,,,,52.4589815782872,13.3171726204579,-1.0,0.0,53.0354614257812,10.0,4.0,,,,,,,
1920.935074375,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
1921701.050375,0.1676330566,-0.1184539795,-1.0053100586,,,,,,,,,,,,,,,,,,,,,,,,,,
1921.740617375,,,,,,,,,,,,,-63.1997833252,125.2274932861,303.9430236816,,,,,,,,,,,,,,
1921801.064375,0.1466979980,-0.0553283691,-1.0728454590,,,,,,,,,,,,,,,,,,,,,,,,,,
1921.838731375,,,,,,,,,,,,,-63.7254028320,130.2744903564,305.1284484863,,,,,,,,,,,,,,
1921901.078375,0.2830047607,-0.0421752930,-0.9289398193,,,,,,,,,,,,,,,,,,,,,,,,,,
1921914.445375,,,,,,,-0.0656274798,-0.0332375820,-0.0921981043,,,,,,,,,,,,,,,,,,,,
1921.936877375,,,,,,,,,,,,,-63.3749847412,128.1860809326,306.1445312500,,,,,,,,,,,,,,
1451761353247.7,,,,,,,,,,,,,,,,52.4589812568775,13.3171727833723,-1.0,-1.0,53.0354614257812,65.0,10.0,,,,,,,
1451761353300.8,,,,,,,,,,,,,,,,52.4589803273322,13.3171732545352,-1.0,-1.0,53.0354614257812,65.0,10.0,,,,,,,
1922001.112375,0.2363128662,-0.0270538330,-0.9782104492,,,,,,,,,,,,,,,,,,,,,,,,,,
1922010.085375,,,,,,,0.1692702526,0.0284172604,-0.1035698022,,,,,,,,,,,,,,,,,,,,
1922.035051375,,,,,,,,,,,,,-64.7766265869,129.5783538818,305.8058471680,,,,,,,,,,,,,,
1451761353496.32,,,,,,,,,,,,,,,,52.4590817264082,13.3173411579008,-1.0,-1.0,49.6085205078125,65.0,10.0,,,,,,,
1922105.731375,,,,,,,0.0700153040,-0.1148608062,0.0379015760,,,,,,,,,,,,,,,,,,,,
1922101.127375,0.2300567627,-0.0411376953,-1.0018920898,,,,,,,,,,,,,,,,,,,,,,,,,,
1922.133256375,,,,,,,,,,,,,-64.9518432617,126.6197662354,304.6204223633,,,,,,,,,,,,,,
1922201.372375,,,,,,,1.0520791255,-0.0029241509,-0.1060422809,,,,,,,,,,,,,,,,,,,,
1922201.171375,0.1917419434,-0.1080932617,-1.0296783447,,,,,,,,,,,,,,,,,,,,,,,,,,
1922.231432375,,,,,,,,,,,,,-63.0245666504,123.6611938477,305.8058471680,,,,,,,,,,,,,,
1922297.014375,,,,,,,0.7672969238,-0.3174914125,-0.2652314035,,,,,,,,,,,,,,,,,,,,
1922301.186375,0.1845550537,-0.1488037109,-1.0485229492,,,,,,,,,,,,,,,,,,,,,,,,,,
1922.329607375,,,,,,,,,,,,,-64.4262237549,120.5285797119,305.8058471680,,,,,,,,,,,,,,
1922392.656375,,,,,,,1.0418541848,-0.1723637805,-0.4660049875,,,,,,,,,,,,,,,,,,,,
1922401.199375,0.2542724609,-0.2241516113,-0.9265594482,,,,,,,,,,,,,,,,,,,,,,,,,,
1922.427812375,,,,,,,,,,,,,-63.5501861572,117.2219238281,308.3460083008,,,,,,,,,,,,,,
1922488.328375,,,,,,,0.0336959120,0.4303495216,-0.2132305201,,,,,,,,,,,,,,,,,,,,
1922501.204375,0.1104431152,-0.3361663818,-0.9383087158,,,,,,,,,,,,,,,,,,,,,,,,,,
1922.525988375,,,,,,,,,,,,,-64.0758056641,113.2191467285,308.5153808594,,,,,,,,,,,,,,
1922583.972375,,,,,,,0.1513125573,0.2261609661,-0.0650165506,,,,,,,,,,,,,,,,,,,,
1922601.249375,0.2184295654,-0.3326568604,-1.0079650879,,,,,,,,,,,,,,,,,,,,,,,,,,
1922.624162375,,,,,,,,,,,,,-60.5716857910,112.1749420166,311.5635986328,,,,,,,,,,,,,,
1922679.613375,,,,,,,0.7852138727,0.3798679716,0.1773601370,,,,,,,,,,,,,,,,,,,,
1922701.263375,0.2211303711,-0.3471221924,-0.8781280518,,,,,,,,,,,,,,,,,,,,,,,,,,
1922.722384375,,,,,,,,,,,,,-58.4692230225,107.6500549316,313.9344482422,,,,,,,,,,,,,,
1922775.255375,,,,,,,0.8899773036,0.8498067144,-0.3877301557,,,,,,,,,,,,,,,,,,,,
1922801.276375,0.4173126221,-0.4046783447,-0.8452911377,,,,,,,,,,,,,,,,,,,,,,,,,,
1922.818647375,,,,,,,,,,,,,-54.0890655518,106.4318237305,315.7972717285,,,,,,,,,,,,,,
1922.841202375,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
1922870.898375,,,,,,,-0.0249386394,2.0681682920,0.5193683442,,,,,,,,,,,,,,,,,,,,
1922901.291375,0.4715576172,-0.5276641846,-0.7042388916,,,,,,,,,,,,,,,,,,,,,,,,,,
1922.916856375,,,,,,,,,,,,,-49.5337066650,103.6472778320,320.2002563477,,,,,,,,,,,,,,
1922966.539375,,,,,,,-0.9421781905,1.2340715649,0.3676544485,,,,,,,,,,,,,,,,,,,,
1923001.324375,0.5037078857,-0.5357055664,-0.7217559814,,,,,,,,,,,,,,,,,,,,,,,,,,
1923.015062375,,,,,,,,,,,,,-49.5337066650,105.3876190186,318.5068054199,,,,,,,,,,,,,,
1923062.212375,,,,,,,-0.7226168039,-0.7278778786,-0.2313772997,,,,,,,,,,,,,,,,,,,,
1923101.371375,0.4163208008,-0.4486236572,-0.8396759033,,,,,,,,,,,,,,,,,,,,,,,,,,
1923.113298375,,,,,,,,,,,,,-50.7601470947,107.6500549316,315.6279296875,,,,,,,,,,,,,,
1923157.855375,,,,,,,-0.1713690898,-0.7795884775,-0.5740446393,,,,,,,,,,,,,,,,,,,,
1923201.385375,0.5010833740,-0.3238067627,-0.8440399170,,,,,,,,,,,,,,,,,,,,,,,,,,
1923.211504375,,,,,,,,,,,,,-52.6874237061,110.9567108154,313.7651062012,,,,,,,,,,,,,,
1923253.496375,,,,,,,-0.0720883086,-0.3280002462,-0.0665931420,,,,,,,,,,,,,,,,,,,,
1923301.399375,0.3903350830,-0.3636627197,-0.8316802979,,,,,,,,,,,,,,,,,,,,,,,,,,
1923.309740375,,,,,,,,,,,,,-53.0378265381,112.3489685059,313.0877075195,,,,,,,,,,,,,,
1923349.131375,,,,,,,-0.0992099411,-0.1621159366,-0.1579883032,,,,,,,,,,,,,,,,,,,,
1923401.444375,0.4062347412,-0.3653717041,-0.8699645996,,,,,,,,,,,,,,,,,,,,,,,,,,
1923.407945375,,,,,,,,,,,,,-54.6146850586,112.5230102539,312.5796813965,,,,,,,,,,,,,,
1923444.776375,,,,,,,0.0081000045,-0.3400856712,-0.2082844973,,,,,,,,,,,,,,,,,,,,
1923.506152375,,,,,,,,,,,,,-54.4394836426,111.6528320312,312.0716552734,,,,,,,,,,,,,,
1923501.479375,0.3652343750,-0.3682098389,-0.8858795166,,,,,,,,,,,,,,,,,,,,,,,,,,
1923540.423375,,,,,,,0.1001060948,-0.5596193609,-0.3758356794,,,,,,,,,,,,,,,,,,,,
1923.604393375,,,,,,,,,,,,,-58.1188049316,112.5230102539,311.2249145508,,,,,,,,,,,,,,
1923601.493375,0.3160552979,-0.3190917969,-0.8683929443,,,,,,,,,,,,,,,,,,,,,,,,,,
1923636.095375,,,,,,,0.3058997376,-1.2702745767,-0.1176099874,,,,,,,,,,,,,,,,,,,,
1923.702623375,,,,,,,,,,,,,-60.5716857910,109.3903961182,308.5153808594,,,,,,,,,,,,,,
1923701.508375,0.2018585205,-0.4356231689,-0.9477081299,,,,,,,,,,,,,,,,,,,,,,,,,,
1923731.737375,,,,,,,0.5011318160,-0.5436230838,0.0470623175,,,,,,,,,,,,,,,,,,,,
1923.798907375,,,,,,,,,,,,,-61.9733428955,111.4788055420,309.1927490234,,,,,,,,,,,,,,
1923801.551375,0.1455383301,-0.3897247314,-0.8818511963,,,,,,,,,,,,,,,,,,,,,,,,,,
1923827.379375,,,,,,,-0.6359189262,0.2064509109,0.2628297648,,,,,,,,,,,,,,,,,,,,
1451761355311.98,,,,,,,,,,,,,,,,52.4590919831373,13.3174553698393,-1.0,-1.0,47.8738746643066,65.0,10.0,,,,,,,
1923.897111375,,,,,,,,,,,,,-62.4989471436,112.6970367432,309.3621215820,,,,,,,,,,,,,,
1923901.566375,0.2390136719,-0.3262634277,-0.9116363525,,,,,,,,,,,,,,,,,,,,,,,,,,
1923923.021375,,,,,,,0.1621031534,0.0422617033,0.1445571829,,,,,,,,,,,,,,,,,,,,
1923.995318375,,,,,,,,,,,,,-63.0245666504,111.4788055420,309.8701477051,,,,,,,,,,,,,,
1924001.601375,0.1898651123,-0.3806304932,-0.9326934814,,,,,,,,,,,,,,,,,,,,,,,,,,
1924018.694375,,,,,,,0.1376073977,0.1220846307,0.0807409190,,,,,,,,,,,,,,,,,,,,
1924.093523375,,,,,,,,,,,,,-63.0245666504,110.4346008301,310.5475463867,,,,,,,,,,,,,,
1924101.645375,0.2221832275,-0.3696746826,-0.9256744385,,,,,,,,,,,,,,,,,,,,,,,,,,
1924114.336375,,,,,,,0.1374065954,0.1585193376,0.1002789340,,,,,,,,,,,,,,,,,,,,
1924.191729375,,,,,,,,,,,,,-63.3749847412,110.4346008301,308.8540649414,,,,,,,,,,,,,,
1924201.659375,0.1707611084,-0.4146881104,-0.9126129150,,,,,,,,,,,,,,,,,,,,,,,,,,
1924209.979375,,,,,,,0.0583831490,0.2929490515,0.1549150153,,,,,,,,,,,,,,,,,,,,
1924.289965375,,,,,,,,,,,,,-62.6741638184,108.6942596436,312.2409973145,,,,,,,,,,,,,,
1924301.705375,0.2420196533,-0.3896636963,-0.8732604980,,,,,,,,,,,,,,,,,,,,,,,,,,
1924305.620375,,,,,,,0.0146505818,0.2828902921,0.0786428807,,,,,,,,,,,,,,,,,,,,
1924.388201375,,,,,,,,,,,,,-62.8493652344,109.2163696289,311.7329711914,,,,,,,,,,,,,,
1924401.263375,,,,,,,0.1250346142,0.1379477497,0.1495109289,,,,,,,,,,,,,,,,,,,,
1924401.714375,0.2259368896,-0.3957977295,-0.9022521973,,,,,,,,,,,,,,,,,,,,,,,,,,
1924.486411375,,,,,,,,,,,,,-62.8493652344,108.1721649170,313.0877075195,,,,,,,,,,,,,,
1924496.934375,,,,,,,0.1801063887,0.3640874105,0.2702855506,,,,,,,,,,,,,,,,,,,,
1924501.753375,0.2630767822,-0.4000854492,-0.8705749512,,,,,,,,,,,,,,,,,,,,,,,,,,
1924.584643375,,,,,,,,,,,,,-61.2725067139,106.9539184570,311.5635986328,,,,,,,,,,,,,,
1924592.577375,,,,,,,0.0765309939,0.2834548822,0.2164697229,,,,,,,,,,,,,,,,,,,,
1924601.768375,0.2471313477,-0.4247283936,-0.8801116943,,,,,,,,,,,,,,,,,,,,,,,,,,
1924.682878375,,,,,,,,,,,,,-59.8708648682,107.6500549316,313.5957641602,,,,,,,,,,,,,,
1924688.220375,,,,,,,0.1941814614,0.1809697856,0.2716592091,,,,,,,,,,,,,,,,,,,,
1924701.813375,0.2427673340,-0.4709472656,-0.8505401611,,,,,,,,,,,,,,,,,,,,,,,,,,
1924.779222375,,,,,,,,,,,,,-60.0460662842,106.4318237305,311.0555725098,,,,,,,,,,,,,,
1924783.861375,,,,,,,-0.0253527609,-0.1068646651,0.0003430151,,,,,,,,,,,,,,,,,,,,
1924801.826375,0.2471313477,-0.4004974365,-0.8376007080,,,,,,,,,,,,,,,,,,,,,,,,,,
1924.877429375,,,,,,,,,,,,,-60.5716857910,106.6058502197,311.5635986328,,,,,,,,,,,,,,
1924879.88679167,,,,,,,0.1585496976,-0.0359686537,-0.1239360603,,,,,,,,,,,,,,,,,,,,
1924902.23779167,0.2496032715,-0.3878173828,-0.7787780762,,,,,,,,,,,,,,,,,,,,,,,,,,
1924975.54279167,,,,,,,-0.5912079136,-0.5047076424,-0.5195446455,,,,,,,,,,,,,,,,,,,,
1924.97601579167,,,,,,,,,,,,,-62.3237457275,110.4346008301,311.2249145508,,,,,,,,,,,,,,
1925002.27379167,0.2389373779,-0.4252014160,-0.9669189453,,,,,,,,,,,,,,,,,,,,,,,,,,
1925071.18479167,,,,,,,-0.3290484664,-0.2868051389,-0.1344254529,,,,,,,,,,,,,,,,,,,,
1925.07423679167,,,,,,,,,,,,,-64.6014251709,112.3489685059,309.7008056641,,,,,,,,,,,,,,
1925102.28879167,0.2031555176,-0.3414001465,-0.9059906006,,,,,,,,,,,,,,,,,,,,,,,,,,
1925166.82779167,,,,,,,-0.0832040767,-0.0984743760,0.0705612520,,,,,,,,,,,,,,,,,,,,
1925.17247279167,,,,,,,,,,,,,-64.2510070801,112.6970367432,309.3621215820,,,,,,,,,,,,,,
1925202.30279167,0.1386260986,-0.3693237305,-0.9579010010,,,,,,,,,,,,,,,,,,,,,,,,,,
1925262.46979167,,,,,,,-0.0404371717,-0.2144976521,0.1875403366,,,,,,,,,,,,,,,,,,,,
1925.27070879167,,,,,,,,,,,,,-65.3022460938,112.0009002686,308.3460083008,,,,,,,,,,,,,,
1925302.34679167,0.1234436035,-0.3444671631,-0.8879699707,,,,,,,,,,,,,,,,,,,,,,,,,,
1925358.13879167,,,,,,,0.4387110485,0.1609681142,0.0645574217,,,,,,,,,,,,,,,,,,,,
1925.36896579167,,,,,,,,,,,,,-65.1270446777,110.7826690674,308.8540649414,,,,,,,,,,,,,,
1925402.35979167,0.2000274658,-0.3480224609,-0.9192504883,,,,,,,,,,,,,,,,,,,,,,,,,,
1925453.78379167,,,,,,,0.2644574889,0.5473754778,0.1483282190,,,,,,,,,,,,,,,,,,,,
1925.46718179167,,,,,,,,,,,,,-61.6229248047,111.1307373047,310.5475463867,,,,,,,,,,,,,,
1925502.39679167,0.2514038086,-0.3842620850,-0.9311065674,,,,,,,,,,,,,,,,,,,,,,,,,,
1925549.42679167,,,,,,,0.4209118113,0.5167038515,0.2362642003,,,,,,,,,,,,,,,,,,,,
1925.56541779167,,,,,,,,,,,,,-62.8493652344,108.5202331543,312.0716552734,,,,,,,,,,,,,,
1925602.41079167,0.2581176758,-0.4500579834,-0.8162994385,,,,,,,,,,,,,,,,,,,,,,,,,,
1925645.06879167,,,,,,,0.1003244741,0.2445247934,0.1166600379,,,,,,,,,,,,,,,,,,,,
1925.66365379167,,,,,,,,,,,,,-59.6956634521,107.1279602051,313.0877075195,,,,,,,,,,,,,,
1925702.45479167,0.2785186768,-0.4645843506,-0.8671569824,,,,,,,,,,,,,,,,,,,,,,,,,,
1925740.74079167,,,,,,,0.1842691758,0.3226725924,0.1830901944,,,,,,,,,,,,,,,,,,,,
1925.76188979167,,,,,,,,,,,,,-60.2212829590,105.9097137451,314.2731323242,,,,,,,,,,,,,,
1925802.46879167,0.2435150146,-0.5111236572,-0.8919219971,,,,,,,,,,,,,,,,,,,,,,,,,,
1925836.38279167,,,,,,,0.1680981954,-0.4251670101,-0.0430657117,,,,,,,,,,,,,,,,,,,,
1925.85820279167,,,,,,,,,,,,,-60.3964843750,105.3876190186,312.0716552734,,,,,,,,,,,,,,
1925902.51279167,0.2560577393,-0.4589691162,-0.8591003418,,,,,,,,,,,,,,,,,,,,,,,,,,
1925932.02279167,,,,,,,-0.0912628021,-0.0527638791,-0.0943747059,,,,,,,,,,,,,,,,,,,,
1925.95643879167,,,,,,,,,,,,,-60.5716857910,106.2577819824,312.5796813965,,,,,,,,,,,,,,
1926002.54879167,0.2574157715,-0.4521026611,-0.8937225342,,,,,,,,,,,,,,,,,,,,,,,,,,
1926027.66679167,,,,,,,0.1159415170,0.0830426891,0.0211505591,,,,,,,,,,,,,,,,,,,,
1926.05470679167,,,,,,,,,,,,,-61.0973052979,107.4760284424,313.0877075195,,,,,,,,,,,,,,
1926102.56279167,0.2517852783,-0.4398040771,-0.8446197510,,,,,,,,,,,,,,,,,,,,,,,,,,
1926123.33979167,,,,,,,-0.0216475049,0.1323444588,0.0971973903,,,,,,,,,,,,,,,,,,,,
1926.15294179167,,,,,,,,,,,,,-60.5716857910,107.6500549316,312.9183959961,,,,,,,,,,,,,,
1926202.60679167,0.2556610107,-0.4263458252,-0.9196929932,,,,,,,,,,,,,,,,,,,,,,,,,,
1926218.98179167,,,,,,,-0.2743061249,0.0884568956,-0.0559434271,,,,,,,,,,,,,,,,,,,,
1926.25117779167,,,,,,,,,,,,,-58.9948272705,107.4760284424,311.0555725098,,,,,,,,,,,,,,
1926302.62079167,0.2792205811,-0.4268493652,-0.9024658203,,,,,,,,,,,,,,,,,,,,,,,,,,
1926314.62579167,,,,,,,-0.1663801902,0.2384234913,0.0758681331,,,,,,,,,,,,,,,,,,,,
1926.34941479167,,,,,,,,,,,,,-60.5716857910,106.9539184570,311.9022827148,,,,,,,,,,,,,,
1926402.66579167,0.2724456787,-0.4366149902,-0.8412475586,,,,,,,,,,,,,,,,,,,,,,,,,,
1926410.26679167,,,,,,,-0.0442127352,0.0253120146,0.0135120804,,,,,,,,,,,,,,,,,,,,
1926.44764979167,,,,,,,,,,,,,-60.7468872070,107.8240966797,312.0716552734,,,,,,,,,,,,,,
1926505.93879167,,,,,,,0.2323429619,0.2294632858,0.1793338057,,,,,,,,,,,,,,,,,,,,
1926502.70179167,0.2610321045,-0.4147491455,-0.6978759766,,,,,,,,,,,,,,,,,,,,,,,,,,
1926.54591779167,,,,,,,,,,,,,-59.6956634521,106.0837554932,315.4585571289,,,,,,,,,,,,,,
1926601.58079167,,,,,,,0.1053724959,-0.2242661270,-0.1386633411,,,,,,,,,,,,,,,,,,,,
